Date,Price,Open,High,Low,Vol.,Change %
7-Nov-13,9304.98,9301.47,9305.1,9242.37,-,-0.06%
4-Nov-13,9310.91,9308.5,9340.75,9288.85,-,-0.12%
1-Nov-13,9322.1,9366.12,9374.81,9322.1,-,-0.68%
31-Oct-13,9385.49,9359.02,9405.86,9346.92,-,-0.09%
30-Oct-13,9393.62,9416.9,9430.24,9346.32,-,-0.09%
29-Oct-13,9401.72,9407.8,9497.98,9354.34,-,-0.18%
28-Oct-13,9418.49,9208.3,9451.83,9197.63,-,2.13%
25-Oct-13,9222.3,9108.76,9222.3,9077.65,-,1.23%
24-Oct-13,9110.14,9005.88,9117.43,8992.37,-,1.16%
23-Oct-13,9005.94,8978.29,9005.94,8939.25,-,0.78%
22-Oct-13,8935.94,8906.95,8942.13,8873.61,-,0.42%
21-Oct-13,8898.31,8881.38,8898.31,8824.06,-,0.19%
15-Oct-13,8881.61,8864.34,8881.61,8805.14,-,0.51%
14-Oct-13,8836.39,8854.11,8856.02,8819.07,-,0.02%
11-Oct-13,8835.01,8898.83,8907.01,8822.52,-,-0.34%
10-Oct-13,8864.83,8839.59,8864.83,8821.78,-,-0.15%
9-Oct-13,8877.97,8957.09,9005.81,8877.97,-,-0.70%
8-Oct-13,8940.69,8749.49,8940.69,8749.49,-,2.36%
7-Oct-13,8734.19,8714.51,8734.19,8672.54,-,0.22%
4-Oct-13,8714.66,8601.63,8714.66,8593.02,-,0.91%
3-Oct-13,8635.68,8616.28,8647.77,8613.31,-,0.09%
2-Oct-13,8627.71,8614.72,8636.89,8590.93,-,0.17%
1-Oct-13,8613.26,8659.87,8670.01,8600.61,-,-0.69%
30-Sep-13,8673.49,8677.69,8705.61,8630.36,-,-0.08%
27-Sep-13,8680.7,8617.8,8815.14,8617.8,-,0.75%
26-Sep-13,8615.92,8526.06,8615.92,8523.17,-,0.86%
25-Sep-13,8542.1,8442.5,8542.1,8434.43,-,0.80%
24-Sep-13,8474.12,8398.24,8474.12,8383.37,-,0.77%
23-Sep-13,8409.02,8402.29,8409.02,8366.63,-,-0.14%
20-Sep-13,8420.87,8370.46,8420.87,8358.1,-,0.35%
19-Sep-13,8391.8,8391.51,8419,8361.76,-,-0.25%
18-Sep-13,8413.1,8405.08,8423.05,8385.81,-,-0.15%
17-Sep-13,8425.63,8434.85,8441.59,8377.67,-,-0.55%
16-Sep-13,8472.5,8432.88,8477.74,8406.81,-,0.11%
13-Sep-13,8463.5,8420.91,8473.35,8420.44,-,0.48%
12-Sep-13,8423.17,8456.07,8457.7,8417.3,-,-0.29%
11-Sep-13,8447.77,8421.29,8452.53,8393.31,-,-0.03%
10-Sep-13,8450.59,8464.56,8464.96,8445.52,-,-0.15%
9-Sep-13,8463.15,8472.47,8477.13,8457.94,-,-0.12%
6-Sep-13,8473.2,8449.26,8473.2,8438.79,-,0.11%
5-Sep-13,8464.29,8449.29,8478.5,8416.92,-,0.12%
4-Sep-13,8454.47,8412.86,8454.47,8389.8,-,0.41%
3-Sep-13,8420.28,8404.09,8442.19,8401.88,-,-0.17%
2-Sep-13,8434.87,8407.03,8445.9,8391.43,-,0.25%
30-Aug-13,8413.72,8351.8,8431.55,8334.51,-,0.69%
29-Aug-13,8356.4,8378.53,8386.61,8339.21,-,-0.58%
28-Aug-13,8405.07,8390.35,8405.07,8377.73,-,-0.17%
27-Aug-13,8419.04,8460.65,8462.94,8418.35,-,-0.41%
26-Aug-13,8453.9,8451.76,8472.18,8429.88,-,-0.23%
23-Aug-13,8473.16,8456.08,8473.16,8439.4,-,0.24%
22-Aug-13,8452.49,8450.04,8475.13,8412.27,-,-0.15%
19-Aug-13,8465.6,8463.95,8494.28,8444.2,-,-0.48%
16-Aug-13,8506.54,8465.26,8506.54,8463.97,-,0.17%
15-Aug-13,8492.16,8575.67,8575.67,8492.16,-,-0.67%
13-Aug-13,8549.3,8484.19,8563.01,8477.38,-,0.72%
12-Aug-13,8488.47,8534.68,8542.85,8480.89,-,-0.49%
8-Aug-13,8529.99,8531.67,8531.8,8506.23,-,-0.14%
7-Aug-13,8541.7,8562.45,8562.45,8524.19,-,-0.42%
6-Aug-13,8578.06,8524.48,8578.1,8510.49,-,0.42%
5-Aug-13,8541.97,8541.62,8561.31,8476.59,-,-0.33%
2-Aug-13,8570.01,8548.54,8581.81,8544.51,-,0.10%
1-Aug-13,8561.63,8553.66,8584.18,8552.89,-,-0.19%
31-Jul-13,8577.59,8591.28,8604.2,8557.08,-,-0.03%
29-Jul-13,8579.85,8650.99,8650.99,8579.85,-,-0.91%
26-Jul-13,8658.45,8617.57,8658.45,8584.36,-,0.40%
25-Jul-13,8624.04,8594.96,8624.04,8563.91,-,0.44%
24-Jul-13,8586.25,8622.43,8622.43,8548.74,-,0.08%
23-Jul-13,8579.8,8587.2,8619.72,8576.64,-,-1.52%
22-Jul-13,8712.48,8712.41,8716.38,8696.04,-,-0.82%
19-Jul-13,8784.14,8743.03,8784.16,8707.17,-,0.26%
18-Jul-13,8761.19,8756.49,8763.96,8728.05,-,-0.12%
17-Jul-13,8772.14,8690.36,8772.14,8665.67,-,0.85%
16-Jul-13,8698.26,8699.42,8703.62,8684.39,-,-0.20%
15-Jul-13,8715.83,8717.59,8725.59,8678.16,-,0.00%
12-Jul-13,8715.47,8675.78,8715.47,8657.91,-,0.25%
11-Jul-13,8693.86,8622.04,8693.88,8613.18,-,0.28%
10-Jul-13,8669.65,8650.17,8669.65,8619.5,-,0.16%
9-Jul-13,8655.57,8674.94,8681.51,8612.24,-,0.04%
8-Jul-13,8652.19,8654.79,8668.79,8601.89,-,-0.13%
5-Jul-13,8663.71,8714.39,8740.67,8609.83,-,-0.79%
4-Jul-13,8732.77,8777.41,8806.56,8730.98,-,-0.80%
3-Jul-13,8802.9,8774.46,8809.64,8742.53,-,0.17%
2-Jul-13,8788.08,8750.3,8791,8745.48,-,0.06%
1-Jul-13,8783.22,8732.11,8786.14,8695.81,-,-0.10%
28-Jun-13,8792.15,8781.77,8814.14,8745.91,-,-0.91%
27-Jun-13,8873.28,8925.4,8928.7,8845.54,-,-0.58%
26-Jun-13,8924.68,8921.39,8956.19,8884.39,-,0.12%
25-Jun-13,8913.7,8823.29,8914.63,8815.82,-,0.76%
24-Jun-13,8846.27,8843.87,8865.9,8816.96,-,-0.17%
21-Jun-13,8860.91,8900.57,8959.1,8860.91,-,-0.89%
20-Jun-13,8940.26,8813.49,8943.88,8803.87,-,0.90%
19-Jun-13,8860.56,8817.75,8860.56,8777.66,-,0.69%
18-Jun-13,8799.82,8716.7,8799.82,8707.83,-,1.17%
17-Jun-13,8698.03,8712.53,8732.11,8660.71,-,-0.03%
14-Jun-13,8700.99,8731.29,8753.04,8694.15,-,-0.71%
13-Jun-13,8763.14,8754.68,8786.88,8752.62,-,-0.27%
12-Jun-13,8787.15,8713.99,8787.25,8675.66,-,0.83%
11-Jun-13,8714.93,8762.69,8762.88,8670.63,-,-0.53%
10-Jun-13,8761.34,8828.35,8828.35,8761.34,-,-0.74%
7-Jun-13,8826.53,8822.94,8839.77,8810.54,-,-0.03%
6-Jun-13,8829.1,8866.08,8867.74,8805.69,-,-0.71%
5-Jun-13,8891.89,8860.06,8892,8848.94,-,-0.16%
4-Jun-13,8906.31,8869.6,8906.31,8826.83,-,0.34%
3-Jun-13,8875.99,8902.47,8902.47,8875.86,-,-0.34%
31-May-13,8906.65,8802.61,8906.65,8800.97,-,1.03%
30-May-13,8815.78,8805.07,8839.17,8776.28,-,-0.46%
29-May-13,8856.15,8824.65,8856.15,8807.43,-,0.79%
28-May-13,8787.03,8774.95,8793.49,8754.2,-,-0.10%
27-May-13,8795.53,8791.53,8795.54,8727.85,-,-0.18%
24-May-13,8811.42,8810.54,8848.3,8782.6,-,-0.19%
23-May-13,8828.48,8898.49,8898.49,8787.75,-,-1.49%
22-May-13,8962.45,8999.57,9013.8,8962.45,-,-0.73%
21-May-13,9028.19,9055.42,9077.1,9028.19,-,-0.13%
20-May-13,9040.31,9019.32,9077.16,9019.32,-,0.14%
17-May-13,9027.69,9096.11,9097.28,9027.57,-,-1.44%
16-May-13,9159.61,9179.37,9181.75,9142.29,-,-0.08%
15-May-13,9166.77,9204.49,9214.69,9157.06,-,0.03%
14-May-13,9164.37,9224.4,9235.26,9164.37,-,-0.86%
13-May-13,9243.73,9230.06,9254.54,9217.58,-,0.28%
10-May-13,9217.89,9237.74,9244.62,9217.89,-,-0.67%
9-May-13,9279.85,9277.04,9279.85,9228.68,-,0.02%
8-May-13,9277.82,9233.83,9277.82,9208.93,-,0.20%
7-May-13,9259.32,9209.12,9259.32,9165.87,-,0.58%
6-May-13,9205.56,9184.47,9205.56,9179.71,-,0.06%
3-May-13,9200.41,9180.57,9200.41,9136.78,-,0.62%
2-May-13,9143.37,9088.61,9143.38,9052.69,-,-0.02%
30-Apr-13,9145.51,9201.84,9207.82,9076.3,-,-0.89%
29-Apr-13,9227.64,9239.49,9258.21,9194.98,-,-0.12%
26-Apr-13,9238.78,9223.06,9253.28,9195.73,-,0.10%
25-Apr-13,9229.29,9179.53,9238.99,9150.44,-,0.02%
24-Apr-13,9227.8,9181.21,9228.13,9141.19,-,0.53%
23-Apr-13,9178.75,9257.33,9276.57,9178.75,-,-0.89%
22-Apr-13,9261.58,9259.89,9272.42,9222.77,-,0.01%
19-Apr-13,9260.51,9265.33,9266,9218,-,0.29%
18-Apr-13,9234.04,9271.91,9299.48,9234.04,-,-0.42%
17-Apr-13,9273.07,9257.57,9276.41,9245.68,-,0.12%
16-Apr-13,9261.91,9269.35,9269.35,9239.62,-,-0.11%
15-Apr-13,9272.19,9263.85,9283.5,9252.76,-,0.11%
12-Apr-13,9262.38,9232.87,9279.85,9227.42,-,0.02%
11-Apr-13,9260.32,9204.78,9260.32,9188.09,-,0.57%
10-Apr-13,9207.8,9178.61,9256.68,9155.26,-,0.02%
9-Apr-13,9205.56,9127.05,9207.17,9095.71,-,0.81%
8-Apr-13,9131.55,9086.66,9135.97,9055.14,-,0.72%
5-Apr-13,9066.71,9048.7,9066.86,9030.31,-,0.13%
4-Apr-13,9055.25,9023.12,9055.58,9020.38,-,0.04%
3-Apr-13,9051.71,9050.57,9058.96,9029.25,-,-0.44%
2-Apr-13,9091.77,9069.58,9092.52,9029.75,-,0.20%
1-Apr-13,9073.52,9019.86,9073.92,9011.71,-,0.36%
29-Mar-13,9040.96,9054.96,9054.96,9001.05,-,0.04%
28-Mar-13,9037.07,8923.47,9037.27,8922.1,-,0.75%
27-Mar-13,8969.39,8890.33,8969.39,8890.33,-,0.46%
26-Mar-13,8928.32,8915.14,8928.54,8875.17,-,0.15%
25-Mar-13,8914.73,8902.02,8929.34,8872.1,-,0.01%
22-Mar-13,8913.79,8881.06,8913.79,8854.56,-,0.46%
21-Mar-13,8872.99,8855.98,8885.18,8835.56,-,0.23%
20-Mar-13,8852.9,8842.95,8859.31,8833.63,-,-0.08%
19-Mar-13,8860.33,8839.22,8860.33,8811.94,-,0.04%
18-Mar-13,8856.52,8845.71,8859.96,8797.92,-,0.25%
15-Mar-13,8834.71,8814.37,8872.22,8797.56,-,-0.12%
14-Mar-13,8845.24,8855.84,8862.48,8822.62,-,-0.47%
13-Mar-13,8887.09,8833.2,8887.18,8812.17,-,0.77%
12-Mar-13,8819.46,8743.53,8823.34,8734.7,-,0.76%
11-Mar-13,8752.6,8765.17,8790.38,8711.7,-,-0.07%
8-Mar-13,8759.15,8789.61,8814.88,8759.08,-,-0.45%
7-Mar-13,8798.42,8872.41,8880.1,8798.42,-,-0.77%
6-Mar-13,8866.69,8857.92,8874.51,8832.36,-,-0.02%
5-Mar-13,8868.79,8808.07,8872.79,8807.19,-,0.24%
4-Mar-13,8847.63,8826.01,8847.74,8811.97,-,0.21%
1-Mar-13,8828.85,8879.23,8888.54,8828.85,-,-1.16%
28-Feb-13,8932.82,8883.12,8933,8852.14,-,0.41%
27-Feb-13,8896.57,8857.94,8896.57,8850.85,-,0.67%
26-Feb-13,8836.96,8864.43,8878.11,8827.71,-,-0.49%
25-Feb-13,8880.33,8825.9,8880.33,8805.38,-,0.53%
22-Feb-13,8833.12,8876.04,8903.53,8817.89,-,-0.72%
21-Feb-13,8897.37,8842.42,8924.94,8827.68,-,0.13%
20-Feb-13,8885.81,8852.88,8946.23,8803.97,-,0.37%
19-Feb-13,8852.88,8816.5,8861.28,8807.4,-,-0.19%
18-Feb-13,8869.68,8816.33,8869.68,8815.86,-,0.26%
15-Feb-13,8847.04,8891.38,8891.38,8846.92,-,-0.72%
14-Feb-13,8911.09,8897.04,8911.81,8870.81,-,0.05%
13-Feb-13,8906.35,8891.83,8916.38,8869.28,-,-0.16%
12-Feb-13,8920.66,8959.66,8959.66,8865.36,-,-0.66%
11-Feb-13,8979.67,8945.93,8979.97,8919.67,-,0.48%
8-Feb-13,8936.5,9010.6,9028.22,8936.5,-,-1.02%
7-Feb-13,9028.73,8979.62,9028.79,8969.19,-,-0.13%
6-Feb-13,9040.68,9033.85,9040.68,8996.39,-,-0.05%
5-Feb-13,9045.47,8951.66,9045.47,8951.66,-,0.68%
4-Feb-13,8984.36,8972.86,8992.86,8949.15,-,0.57%
1-Feb-13,8933.31,8994.62,8999.5,8933.3,-,-0.70%
31-Jan-13,8996.43,8933.05,9021.83,8932.66,-,0.52%
30-Jan-13,8949.87,8971.67,9003.69,8932.71,-,-0.75%
29-Jan-13,9017.23,8905.97,9068.8,8900.66,-,0.77%
28-Jan-13,8948.5,8883.69,8949.28,8836.42,-,0.55%
23-Jan-13,8899.59,8925.27,8966.81,8899.59,-,-0.89%
22-Jan-13,8979.82,8927.82,8979.82,8862.62,-,0.13%
21-Jan-13,8968.5,8893.93,8968.5,8848.2,-,0.46%
18-Jan-13,8927.27,8914.17,8930.99,8858.68,-,-0.02%
17-Jan-13,8929.43,8862.95,8942.77,8818.04,-,0.41%
16-Jan-13,8892.82,9012.04,9054.15,8839.33,-,-1.52%
15-Jan-13,9029.99,9102.75,9115.18,9029.99,-,-1.39%
14-Jan-13,9156.85,9230.96,9239.8,9156.85,-,-0.77%
10-Jan-13,9227.5,9317.89,9322.42,9218.2,-,-0.76%
9-Jan-13,9297.75,9293.77,9302.9,9254.83,-,0.11%
8-Jan-13,9287.46,9239.1,9287.63,9223.06,-,0.25%
7-Jan-13,9264.71,9261.08,9265.08,9220.66,-,-0.07%
4-Jan-13,9271.61,9285.77,9303.42,9230.45,-,-1.01%
3-Jan-13,9365.84,9373.48,9392.24,9336.29,-,-0.03%
2-Jan-13,9368.38,9319.67,9410.14,9317.32,-,0.10%
31-Dec-12,9359.19,9386.46,9424.12,9320.75,-,-0.32%
28-Dec-12,9388.83,9378.4,9486.67,9353.82,-,-0.22%
27-Dec-12,9409.36,9377.55,9438.29,9355.24,-,-0.03%
26-Dec-12,9412.28,9470.71,9484.29,9384.47,-,-0.98%
25-Dec-12,9505.63,9556.12,9566.07,9485.35,-,-0.50%
24-Dec-12,9553.5,9562.75,9582.81,9525.84,-,-0.05%
21-Dec-12,9557.97,9642.29,9686.51,9549.8,-,-1.29%
20-Dec-12,9682.78,9655.29,9692.48,9650.37,-,0.10%
19-Dec-12,9673.14,9650.6,9673.14,9622.33,-,0.14%
18-Dec-12,9659.71,9689.65,9689.65,9634.34,-,-0.31%
17-Dec-12,9689.28,9626.91,9689.28,9614.74,-,0.62%
14-Dec-12,9630.03,9611.5,9660.35,9601.85,-,-0.28%
13-Dec-12,9656.95,9655.47,9692.9,9654.22,-,-0.46%
12-Dec-12,9701.61,9746.25,9750.48,9701.61,-,-0.61%
11-Dec-12,9761.24,9727.46,9782.7,9722.12,-,0.23%
10-Dec-12,9739.24,9697.81,9739.24,9692.63,-,-0.11%
7-Dec-12,9749.52,9765.19,9767.76,9725.95,-,-0.29%
6-Dec-12,9777.96,9705.79,9784.31,9705.65,-,0.03%
5-Dec-12,9774.83,9722.16,9774.83,9674.09,-,0.53%
4-Dec-12,9723.4,9642.07,9723.46,9642.07,-,0.69%
3-Dec-12,9656.52,9716.69,9725.55,9656.52,-,-0.79%
30-Nov-12,9733.62,9656.21,9733.62,9638.25,-,0.65%
29-Nov-12,9670.92,9654.04,9684.67,9631.65,-,-0.08%
28-Nov-12,9678.87,9635.47,9683.32,9635.47,-,-0.01%
27-Nov-12,9679.52,9631.76,9679.52,9631.76,-,0.31%
26-Nov-12,9649.47,9627.94,9667.55,9618.5,-,-0.12%
23-Nov-12,9661.52,9656.31,9666.36,9587.1,-,-0.02%
22-Nov-12,9663.6,9671.78,9709.69,9644.97,-,0.04%
21-Nov-12,9659.34,9642.33,9679.09,9624.4,-,-0.13%
20-Nov-12,9672.37,9692.51,9728.48,9664.32,-,-0.21%
19-Nov-12,9692.24,9676.33,9754.21,9671.2,-,0.09%
15-Nov-12,9683.69,9655.02,9719.24,9647.34,-,0.20%
14-Nov-12,9664.54,9626.36,9672.25,9626.36,-,0.11%
13-Nov-12,9653.85,9637.12,9674.12,9617.89,-,-0.16%
12-Nov-12,9669.77,9686.84,9686.84,9637.11,-,-0.23%
9-Nov-12,9692.29,9806.08,9806.08,9692.2,-,-1.16%
8-Nov-12,9806.51,9852.14,9863.79,9670.42,-,-0.06%
7-Nov-12,9812.8,9652.02,9812.8,9644.04,-,1.76%
5-Nov-12,9642.66,9533.03,9642.66,9525.38,-,1.09%
2-Nov-12,9539.03,9483.6,9539.03,9442.11,-,0.63%
1-Nov-12,9479.1,9490.18,9491.81,9396.93,-,-0.27%
31-Oct-12,9504.55,9432.64,9504.55,9392.66,-,0.77%
30-Oct-12,9432.07,9409.02,9459.25,9376.49,-,-0.38%
29-Oct-12,9467.62,9561,9561,9451.62,-,-0.96%
25-Oct-12,9559.43,9615.05,9658.85,9556.3,-,0.40%
24-Oct-12,9521.22,9413.24,9540.35,9406.97,-,1.45%
23-Oct-12,9385.31,9368.23,9417.94,9341.04,-,0.52%
22-Oct-12,9336.6,9113.96,9336.94,9113.96,-,2.66%
19-Oct-12,9094.9,9089.49,9192.82,9068.25,-,-0.44%
18-Oct-12,9135.35,9151.72,9180.29,9092.25,-,0.13%
17-Oct-12,9123.3,9222.13,9222.55,9115.24,-,-0.98%
16-Oct-12,9213.49,9252.37,9267.4,9210.9,-,-0.41%
15-Oct-12,9251.79,9284.6,9329.74,9251.79,-,-0.32%
12-Oct-12,9281.31,9346.71,9368.1,9280.86,-,-0.79%
11-Oct-12,9354.78,9425.16,9442.15,9346.46,-,-0.70%
10-Oct-12,9420.8,9436.15,9436.15,9368.94,-,-0.16%
9-Oct-12,9435.5,9422.49,9453.37,9412.26,-,-0.23%
8-Oct-12,9457.1,9459.91,9485.83,9445.81,-,-0.06%
5-Oct-12,9462.87,9516.73,9560.03,9462.87,-,-0.64%
4-Oct-12,9523.82,9489.25,9523.82,9444.32,-,0.11%
3-Oct-12,9513.05,9424.55,9513.05,9401.4,-,0.40%
2-Oct-12,9475.58,9466.98,9475.58,9387.07,-,-0.50%
1-Oct-12,9522.94,9464.7,9522.94,9441.05,-,0.54%
28-Sep-12,9471.8,9573.02,9573.02,9471.27,-,-1.10%
27-Sep-12,9577.18,9585.34,9603.55,9528.33,-,-0.04%
26-Sep-12,9580.84,9496.27,9580.84,9474.39,-,1.02%
25-Sep-12,9483.7,9546.05,9569.84,9482.11,-,-0.91%
24-Sep-12,9570.84,9491.67,9571.21,9456.16,-,0.64%
21-Sep-12,9509.51,9613.12,9613.12,9486.92,-,-1.22%
20-Sep-12,9627.37,9721.99,9721.99,9591.25,-,-1.07%
19-Sep-12,9731.34,9727.98,9778.31,9639.69,-,0.03%
18-Sep-12,9728.74,9746.73,9780.66,9728.74,-,-0.42%
17-Sep-12,9769.84,9821.72,9824.76,9769.83,-,-0.60%
14-Sep-12,9829.26,9824.32,9859.85,9823.64,-,0.09%
13-Sep-12,9820.55,9791.83,9849.34,9776.83,-,0.00%
12-Sep-12,9820.79,9794.33,9820.79,9766.95,-,0.25%
11-Sep-12,9796.72,9797.11,9816.82,9779.79,-,-0.37%
10-Sep-12,9833.11,9821.71,9833.11,9774.1,-,0.14%
7-Sep-12,9819.69,9859.61,9886.8,9819.69,-,-0.73%
6-Sep-12,9891.49,9917.02,9920.62,9859.64,-,-0.24%
5-Sep-12,9915.31,9905.18,9946.2,9895.08,-,-0.49%
4-Sep-12,9964.43,9923.44,9964.87,9888.26,-,0.10%
3-Sep-12,9954.27,9890.95,9972.18,9860.06,-,0.10%
31-Aug-12,9944.22,9940.14,9964.43,9902.29,-,0.17%
30-Aug-12,9927.58,9894.18,9927.89,9867.58,-,0.34%
29-Aug-12,9893.81,9863.75,9896.42,9833.27,-,0.03%
28-Aug-12,9890.4,9877.87,9892.51,9820.89,-,0.14%
27-Aug-12,9876.69,9785.67,9876.99,9783.42,-,0.09%
24-Aug-12,9867.45,9877.33,9890.89,9835.37,-,0.43%
23-Aug-12,9824.94,9833.29,9833.29,9761.75,-,-0.17%
22-Aug-12,9841.41,9789.51,9842.65,9777.09,-,-0.10%
17-Aug-12,9850.8,9770.75,9857.02,9769.02,-,0.28%
16-Aug-12,9823.27,9823.63,9844.62,9797.43,-,-0.44%
15-Aug-12,9866.6,9898.79,9921.49,9865.71,-,-0.38%
13-Aug-12,9904.33,9872.51,9904.33,9835.16,-,-0.20%
10-Aug-12,9923.85,9844.32,9925.42,9802.84,-,0.46%
9-Aug-12,9878.38,9889.12,9889.12,9852.47,-,0.26%
8-Aug-12,9852.33,9853.47,9909.61,9838.39,-,-0.18%
7-Aug-12,9870.09,9850.79,9871.79,9838.11,-,0.02%
6-Aug-12,9868.19,9981.75,9981.75,9868.19,-,-0.55%
3-Aug-12,9922.74,9956.39,9983.95,9920.98,-,-0.39%
2-Aug-12,9961.88,9938.39,9961.88,9893.79,-,0.20%
1-Aug-12,9941.69,9796.84,9941.69,9791.22,-,0.93%
31-Jul-12,9849.77,9747.98,9849.78,9743.56,-,0.78%
27-Jul-12,9773.19,9823.08,9823.08,9763.23,-,-0.67%
26-Jul-12,9839.16,9805.34,9839.16,9776.38,-,0.36%
25-Jul-12,9803.42,9745.52,9803.42,9730.43,-,0.24%
24-Jul-12,9779.58,9767.18,9816.37,9737.9,-,-0.68%
23-Jul-12,9846.62,9857.68,9859.48,9783.34,-,-0.16%
20-Jul-12,9862.11,9866.05,9916.43,9848.89,-,-0.25%
19-Jul-12,9886.75,9949.33,9950.21,9883.01,-,-0.76%
18-Jul-12,9962.16,9867.37,9962.16,9831.13,-,0.61%
17-Jul-12,9902.12,9776.07,9903.25,9757.23,-,1.15%
16-Jul-12,9789.13,9703.91,9789.13,9691.26,-,1.24%
13-Jul-12,9668.79,9753.96,9755.4,9668.79,-,-1.10%
12-Jul-12,9776.51,9785.47,9792.85,9722.07,-,-0.24%
11-Jul-12,9800.39,9824.67,9824.67,9778.79,-,-0.20%
10-Jul-12,9819.68,9843.6,9875.72,9814.83,-,-0.21%
9-Jul-12,9839.86,9998.68,10002.97,9839.86,-,-1.19%
6-Jul-12,9958.38,10020.14,10045.35,9799.27,-,-0.73%
5-Jul-12,10031.59,9924.54,10032.18,9904.42,-,0.88%
4-Jul-12,9944.34,10032.75,10042.98,9944.34,-,-0.95%
3-Jul-12,10039.55,10058.48,10075.54,10018.43,-,-0.55%
2-Jul-12,10094.88,10006.57,10094.88,9977.06,-,0.41%
29-Jun-12,10053.9,10051.52,10114.34,10015.87,-,-0.40%
28-Jun-12,10094.17,10020.59,10094.17,9990.74,-,0.66%
27-Jun-12,10027.53,9922.05,10027.53,9916.33,-,1.06%
26-Jun-12,9922.23,9914.46,9949.21,9867.14,-,-0.34%
25-Jun-12,9956.55,10025.76,10025.76,9943.21,-,-0.78%
22-Jun-12,10034.72,10042.86,10051.8,9966.71,-,-0.44%
21-Jun-12,10079.38,10134.35,10134.35,10057.93,-,-0.87%
20-Jun-12,10168.29,10098.34,10168.29,10079.04,-,0.38%
19-Jun-12,10129.78,10048.76,10129.78,10021.32,-,0.47%
18-Jun-12,10082.22,10046.64,10129.42,9987.67,-,0.30%
15-Jun-12,10052.41,10128.8,10147.46,10052.41,-,-1.10%
14-Jun-12,10163.85,10150.42,10175.7,10095.02,-,0.13%
13-Jun-12,10150.56,10164.47,10200.27,10132.02,-,-0.56%
12-Jun-12,10207.99,10140.13,10208.9,10118.17,-,0.63%
11-Jun-12,10144.39,10162.47,10178.95,10126.15,-,-0.06%
8-Jun-12,10150.55,10013.29,10151.79,10013.29,-,1.14%
7-Jun-12,10036.15,10061.21,10062.34,10013.99,-,0.29%
6-Jun-12,10007.2,10026.94,10089.11,10005.91,-,-0.48%
5-Jun-12,10055.83,10140.71,10158.07,10055.79,-,-0.85%
4-Jun-12,10142.53,10129.83,10182.63,10128,-,-0.86%
1-Jun-12,10230.29,10279.55,10307.45,10230.25,-,-0.55%
31-May-12,10286.99,10207.12,10286.99,10170.2,-,0.58%
30-May-12,10227.8,10108.9,10227.8,10089.43,-,0.62%
29-May-12,10165.16,10122.09,10206.6,10112.46,-,0.19%
28-May-12,10145.74,10069.9,10145.74,10051.44,-,0.93%
25-May-12,10052.14,9933.84,10052.14,9928.34,-,1.12%
24-May-12,9940.69,9895.66,9976.59,9895.66,-,0.42%
23-May-12,9899.48,9754.29,9899.61,9751.86,-,1.55%
22-May-12,9748.78,9722.53,9791.09,9698.11,-,-0.66%
